UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C18BASIC,C18IPUG,C18IPGRD,C18UGPRF,C18ENPRF,C18SZSET,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG,YEAR,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,UEIS,C00CARNEGIE,CARNEGIEIC,CARNEGIESAEC,CARNEGIERSCH,CARNEGIESIZE,CARNEGIEALF,CARNEGIEAPM,CARNEGIEGPM
227368,The University of Texas Rio Grande Valley,UT Rio Grande Valley | UTRGV | University of Texas Rio Grande Valley |,1201 W University Dr,Edinburg,TX,78539-2999,48,6,Dr. Guy Bailey,President,9566652011,746002942,,00359900,1,www.utrgv.edu/,www.utrgv.edu/en-us/admissions/,www.utrgv.edu/en-us/admissions/paying-for-college/financial-aid/,https://www.applytexas.org/,www.collegeforalltexans.com/apps/CollegeMoney/,www.utrgv.edu/en-us/admissions/paying-for-college/financial-aid/veterans-resources/index.htm, ,www.utrgv.edu/accessibility/index.htm,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,16.0,,,,,,17.0,18.0,21.0,2,5,1,The University of Texas System,148060,32580,1,365,,48215,Hidalgo County,4815,-98.173567,26.306759,94,1,2022,16.0,14.0,18.0,7.0,4.0,15.0,L3ATVUT2KNK7,,,,,,,,
227377,Texas Southmost College, ,80 Fort Brown,Brownsville,TX,78520,48,6,Jesus Roberto Rodriguez,President,9562953600,746002593,,03064600,1,www.tsc.edu/,www.tsc.edu/index.php/admissions-and-records.html,www.tsc.edu/index.php/financial-aid-office.html,www.tsc.edu/index.php/admissions-and-records/apply-now.html,www.tsc.edu/index.php/financial-aid-office/net-price-calculator-.html,www.tsc.edu/index.php/financial-aid-office/veterans-success-center.html, ,https://www.tsc.edu/office-of-student-life/mental-health-resources-off-campus-counseling-2/,4,2,1,3,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,6.0,,,,,,-2.0,19.0,21.0,2,3,2,-2,-2,15180,1,154,,48061,Cameron County,4834,-97.492241,25.899628,65,2,2022,3.0,1.0,0.0,1.0,1.0,3.0,F63XXM2B7K28,,,,,,,,
227386,Panola College, ,1109 W Panola Street,Carthage,TX,75633-2397,48,6,Gregory Powell,President,9036932000,751854775,,00360000,1,www.panola.edu/,www.panola.edu/admissions/,www.panola.edu/financialaid,https://prod.applytexas.org/,www.highered.texas.gov/institutional-resources-programs/net-price-calculator/, , ,www.panola.edu/student-success/disability-support-services/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,5.0,,,,,,1.0,2.0,40.0,2,2,2,-2,-2,-2,-2,-2,,48365,Panola County,4801,-94.356355,32.156214,72,1,2022,5.0,2.0,0.0,1.0,1.0,2.0,gckpfyb8v683,,,,,,,,
227401,Paris Junior College, ,2400 Clarksville St,Paris,TX,75460,48,6,"Pamela Anglin, Ed.D.",President,9037857661,756002205,,00360100,1,www.parisjc.edu/,www.parisjc.edu/main/gen-info/,www.parisjc.edu/main/financial-aid-at-pjc/,https://mypjc.parisjc.edu/ICS/Admissions/,www.highered.texas.gov/institutional-resources-programs/net-price-calculator/,www.parisjc.edu/main/veterans/,www.parisjc.edu/main/institutional-information,www.parisjc.edu/main/disabilities,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,6.0,,,,,,8.0,2.0,40.0,2,2,2,-2,-2,37580,2,-2,,48277,Lamar County,4804,-95.529177,33.650929,66,1,2022,3.0,1.0,0.0,1.0,1.0,3.0,HBLUKEQ64HR4,,,,,,,,
227526,Prairie View A & M University,PVAMU,FM 1098 Road & University Drive,Prairie View,TX,77446,48,6,Ruth J. Simmons,President,9362613311,746001078,,00363000,1,www.pvamu.edu/,www.pvamu.edu/admissions/undergraduate/,www.pvamu.edu/faid/,www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,https://www.pvamu.edu/faid/cost-of-attendance/#cost,https://www.pvamu.edu/sa/departments/veteranaffairs/, ,www.pvamu.edu/disabilityservices/,1,1,1,9,1,1,12,1,1,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,18.0,,,,,,17.0,18.0,21.0,1,3,1,Texas A&M University System,148020,26420,1,288,,48473,Waller County,4810,-95.989475,30.092425,96,1,2022,16.0,16.0,18.0,10.0,3.0,14.0,FTAAW94S6LC6,,,,,,,,
227687,Ranger College, ,1240 College Circle,Ranger,TX,76470,48,6,Derrick Worrels,President,2546473234,756002296,,00360300,1,https://www.rangercollege.edu/,https://www.rangercollege.edu/admissions/,https://www.rangercollege.edu/financial-aid/,https://www.rangercollege.edu/admissions/,https://www.rangercollege.edu/financial-aid/,https://www.rangercollege.edu/financial-aid/, ,www.rangercollege.edu/counseling-and-advising/,4,2,1,3,1,2,40,1,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,4,1.0,,,,,,7.0,1.0,40.0,2,2,2,-2,-2,-2,-2,-2,,48133,Eastland County,4811,-98.685215,32.456773,61,2,2022,1.0,1.0,0.0,2.0,1.0,2.0,KS6JL2U8XF84,,,,,,,,
227854,St Philip's College, ,1801 Martin Luther King Dr,San Antonio,TX,78203-2098,48,6,Dr. Adena Williams Loston,President,2104862000,746002173,,00360800,1,www.alamo.edu/spc/,www.alamo.edu/spc/admissions/,www.alamo.edu/district/financial-aid/,www.applytexas.org/adappc/gen/c_start.WBX,www.alamo.edu/nvc/experience-nvc/current-students/financial-literacy/, , ,https://www.alamo.edu/spc/experience-spc/current-students/safe-space/disability-services/,4,2,1,3,1,2,40,1,1,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,9.0,,,,,,9.0,7.0,40.0,2,4,1,Alamo Colleges,148010,41700,1,484,,48029,Bexar County,4835,-98.453285,29.41508,74,1,2022,6.0,2.0,0.0,1.0,1.0,4.0,TCCMK3LE9P98,,,,,,,,
227881,Sam Houston State University,SHSU,1806 Ave J,Huntsville,TX,77340,48,6,Dr. Alisa White,President,9362941111,746001430,,00360600,1,www.shsu.edu/,www.shsu.edu/admissions,www.shsu.edu/~fao_www/,www.shsu.edu/admissions/apply-texas.html,www.shsu.edu/dept/cashiers/cost/,veterans.portal.texas.gov/,www.gobearkats.com/ViewArticle.dbml?&DB_OEM_ID=19900&ATCLID=205085299,www.shsu.edu/dept/disability/,1,1,1,9,1,1,11,1,2,1,1,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,17.0,,,,,,17.0,17.0,21.0,2,5,1,Texas State University System,148040,26660,2,288,,48471,Walker County,4808,-95.546205,30.714738,94,1,2022,16.0,16.0,18.0,7.0,3.0,15.0,DJPXLZAE9931,,,,,,,,
227924,San Antonio College, ,"1819 N. Main Ave.,",San Antonio,TX,78212-3941,48,6,Dr. Robert Vela,President,2104860000,746002173,,00916300,1,www.alamo.edu/sac,www.alamo.edu/sac/enroll/,www.alamo.edu/district/financial-aid/,www.applytexas.org/adappc/gen/c_start.WBX,www.alamo.edu/nvc/experience-nvc/current-students/financial-literacy/, , ,www.alamo.edu/sac/about-sac/college-offices/disability-support-services/,1,1,1,5,1,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,3,3.0,,,,,,2.0,7.0,40.0,2,4,1,Alamo Colleges,148010,41700,1,484,,48029,Bexar County,4835,-98.497647,29.44634,186,1,2022,2.0,1.0,0.0,1.0,1.0,4.0,NJ3XQMMZFLP7,,,,,,,,
227979,San Jacinto Community College,San Jacinto College,8060 Spencer Hwy,Pasadena,TX,77505,48,6,Dr. Brenda Hellyer,Chancellor,2819986150,746028285,,00360900,1,www.sanjac.edu/,https://www.sanjac.edu/steps-enroll,https://www.sanjac.edu/financial-aid,https://prod.applytexas.org/,https://www.sanjac.edu/apply-register-pay/paying-college/payments/how-pay-college,https://www.sanjac.edu/student-services/student-support/veteran-services/veteran-benefits, ,https://www.sanjac.edu/about-san-jac/college-operations/human-resources/individuals-disabilities-ada,1,1,1,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,3,5.0,,,,,,5.0,5.0,40.0,2,5,2,-2,-2,26420,1,288,,48201,Harris County,4836,-95.114677,29.660032,186,1,2022,8.0,3.0,0.0,1.0,1.0,5.0,DB2SBVLBN6V5,,,,,,,,
228158,South Plains College, ,1401 S. College Ave,Levelland,TX,79336,48,6,Robin Satterwhite,President,80689496112542,756004667,,00361100,1,www.southplainscollege.edu/,www.southplainscollege.edu/apply.php,www.southplainscollege.edu/admission-aid/paying-for-school/financial_aid.php,apply.southplainscollege.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,www.southplainscollege.edu/admission-aid/apply/veterans/veteransinformation.php,static.psbin.com/n/3/n1dxeehe7u54tm/AthleticsAcademicSuccess.pdf,www.southplainscollege.edu/health/disabilityservices.php,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,5.0,,,,,,5.0,3.0,40.0,2,3,2,-2,-2,30220,2,352,,48219,Hockley County,4819,-102.365075,33.575904,60,1,2022,1.0,1.0,0.0,2.0,1.0,4.0,LCFCZM3SDLF9,,,,,,,,
228316,Southwest Texas Junior College, ,2401 Garner Field Rd,Uvalde,TX,78801-6297,48,6,Dr. Hector Gonzales,President,8302784401,746002420,,00361400,1,https://www.swtjc.edu/,https://www.swtjc.edu/admissions-aid/office-of-the-registrar/index.html,https://www.swtjc.edu/admissions-aid/financial-aid/index.html,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/, , ,https://swtjc.edu/academics/disability-support-services.html,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,2.0,,,,,,1.0,2.0,40.0,2,3,2,-2,-2,46620,2,-2,,48463,Uvalde County,4823,-99.741237,29.219671,66,1,2022,3.0,1.0,0.0,1.0,1.0,3.0,EAEMMQCXB2H7,,,,,,,,
228431,Stephen F Austin State University,"SFASU, SFA, Stephen F, Stephen F. Austin","2008 Alumni Drive, Rusk 206",Nacogdoches,TX,75961,48,6,Steve Westbrook,Interim President,9364682011,756002514,,00362400,1,https://www.sfasu.edu/,https://www.sfasu.edu/admissions/,https://www.sfasu.edu/admissions-and-aid#section=financial-aid,https://www.sfasu.edu/admissions-and-aid,https://www.sfasu.edu/admissions-and-aid/tuition-costs/cost-of-attendance,https://www.sfasu.edu/controller/businessoffice/students/waivers-exemptions.asp, ,https://www.sfasu.edu/disabilityservices/,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,17.0,,,,,,18.0,18.0,21.0,2,4,2,-2,-2,34860,2,-2,,48347,Nacogdoches County,4801,-94.64908,31.621056,105,2,2022,18.0,13.0,18.0,11.0,3.0,16.0,KB7KMZD3GF51,,,,,,,,
228459,Texas State University,Texas State|Texas State University-San Marcos|Southwest Texas State University|Southwest Texas State|SWT|SWTSU|Texas State San Marcos|TxSt|TxState|TS|,601 University Dr,San Marcos,TX,78666,48,6,Kelly Damphousse,President,5122452111,746002248,,00361500,1,https://www.txst.edu/,https://www.txst.edu/admissions.html,https://www.finaid.txst.edu/,https://prod.applytexas.org/,https://www.admissions.txst.edu/pay-for-college/cost-of-attendance.html,https://www.va.txst.edu/,https://txstatebobcats.com/sports/2017/10/3/graduation-rates.aspx,https://www.ods.txst.edu/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,16.0,,,,,,16.0,18.0,21.0,2,5,1,Texas State University System,148040,12420,1,-2,,48209,Hays County,4835,-97.943029,29.888885,94,1,2022,16.0,14.0,18.0,9.0,4.0,15.0,HS5HWWK1AAU5,,,,,,,,
228501,Sul Ross State University,Sul Ross,HWY 90 East,Alpine,TX,79832,48,6,Dr. Carlos Hernandez,President,4328378011,746000027,,00362500,1,www.sulross.edu/,www.sulross.edu/admissions/undergraduate-admissions/,www.sulross.edu/financial-aid/,www.goapplytexas.org/,www.highered.texas.gov/apps/NPC/?Fice=003625,www.sulross.edu/veterans/, ,www.sulross.edu/counseling-and-accessibility-services/,1,1,1,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18.0,,,,,,18.0,18.0,21.0,2,2,1,Texas State University System,148040,-2,-2,-2,,48043,Brewster County,4823,-103.651469,30.363139,108,1,2022,18.0,13.0,4.0,7.0,4.0,10.0,FCK4Z3D3CH48,,,,,,,,
228529,Tarleton State University,Tarleton|Texans|TSU|Tarleton State|,1333 W. Washington,Stephenville,TX,76401-0000,48,6,Dr. James L. Hurley,President,2549689000,756001870,,00363100,1,www.tarleton.edu/,www.tarleton.edu/admissions/,www.tarleton.edu/finaid/,tarletonstate.force.com/undergrad/TX_SiteLogin_Undergrad?startURL=%2Fundergrad%2FTargetX_Portal__PB,www.shoppingsheet.com/Shopping/Landing/tarleton,https://www.tarleton.edu/veterans/index.html,https://www.tarleton.edu/iaea/effectiveness/athletics.html,www.tarleton.edu/disability/,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18.0,,,,,,18.0,18.0,21.0,2,4,1,Texas A&M University System,148020,44500,2,-2,,48143,Erath County,4825,-98.219039,32.217805,95,1,2022,16.0,16.0,12.0,7.0,3.0,16.0,CARNQUWDBRP7,,,,,,,,
228547,Tarrant County College District,Tarrant County College,300 Trinity Campus Circle,Fort Worth,TX,76102,48,6,Elva C. LeBlanc,Interim Chancellor,8175158223,751217163,,00362600,1,www.tccd.edu/,www.tccd.edu/admission/how-to-apply/,www.tccd.edu/services/paying-for-college/financial-aid/,www.tccd.edu/admission/how-to-apply/,www.tccd.edu/services/paying-for-college/tuition-and-fees/cost-of-attendance/,www.tccd.edu/services/veterans-services/, ,www.tccd.edu/services/support-services/student-accessibility-resources/,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,2.0,,,,,,2.0,7.0,40.0,2,5,2,-2,-2,19100,1,206,,48439,Tarrant County,4812,-97.337149,32.757362,59,2,2022,1.0,1.0,0.0,1.0,1.0,5.0,L5H4PM8F32G4,,,,,,,,
228608,Temple College,Temple Junior College,2600 S 1st St,Temple,TX,76504-7435,48,6,Dr. Christina Ponce,President,2542988282,746020689,,00362700,1,www.templejc.edu/,www.templejc.edu/admissions/,www.templejc.edu/admissions/financial-aid/,https://prod.applytexas.org/,www.highered.texas.gov/apps/NPC/?Fice=003627&_ga=2.101754689.1165086895.1660053287-1549694279.1658765013,www.templejc.edu/admissions/veterans-affairs/,www.templejc.edu/admissions/right-to-know/,www.templejc.edu/admissions/right-to-know/academic-accommodations/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,4.0,,,,,,1.0,2.0,40.0,2,2,2,-2,-2,28660,1,-2,,48027,Bell County,4831,-97.350471,31.070715,69,1,2022,4.0,2.0,0.0,1.0,1.0,3.0,DEK2M1GGRC87,,,,,,,,
228635,University of Texas Southwestern Medical Center,UT Southwestern  UT Southwestern Medical School  UT Southwestern Graduate School of Biomedical Sciences  UT Southwestern Allied Health Sciences School  UTSW Medical School  UTSW Graduate School  UTSW Allied Health School  UTSWMC  UTSWMC Medical School  UTSWMC Graduate School  UTSWMC Allied Health School  University of Texas Southwestern Medical School  University of Texas Southwestern Graduate School of Biomedical Sciences  University of Texas Southwestern Allied Health Sciences School  University of Texas Southwestern School of Health Professions,5323 Harry Hines Blvd,Dallas,TX,75390-9096,48,6,"Daniel K. Podolsky, M.D.",President,2146483606,756002868,,01001900,1,www.utsouthwestern.edu/,www.utsouthwestern.edu/education/utsw-catalog/,www.utsouthwestern.edu/about-us/administrative-offices/financial-aid/, ,www.utsouthwestern.edu/about-us/administrative-offices/financial-aid/,www.utsouthwestern.edu/about-us/administrative-offices/registrar.html, ,www.utsouthwestern.edu/education/student-services/academic-support/,1,1,1,9,2,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,1,25.0,,,,,,25.0,25.0,52.0,2,2,1,The University of Texas System,148060,19100,1,206,,48113,Dallas County,4830,-96.841156,32.812307,160,2,2022,27.0,0.0,17.0,0.0,7.0,18.0,YZJ6DKPM4W63,,,,,,,,
228644,The University of Texas Health Science Center at San Antonio,UT Health San Antonio,7703 Floyd Curl Dr,San Antonio,TX,78229-3900,48,6,"Henrich, William L., M.D,",President,2105672620,741586031,,00365900,1,www.uthscsa.edu/,uthscsa.edu/academics,https://students.uthscsa.edu/financialaid/,uthscsa.edu/academics,https://students.uthscsa.edu/financialaid/,https://students.uthscsa.edu/financialaid/2013/04/va-education-benefits-va-certification-process/, ,uthscsa.edu/eeo/index.asp,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,25.0,,,,,,25.0,25.0,52.0,2,2,1,The University of Texas System,148060,41700,1,484,,48029,Bexar County,4821,-98.575655,29.508107,160,1,2022,27.0,20.0,17.0,11.0,6.0,12.0,C3KXNLTAAY98,,,,,,,,
228653,The University of Texas Medical Branch at Galveston,UTMB,301 University Blvd,Galveston,TX,77555-0129,48,6,"Charles P. Mouton, MD, MS, MBA","President, ad interim",4097721011,746000949,,00495200,1,https://www.utmb.edu/,https://www.utmb.edu/enrollmentservices/,https://www.utmb.edu/enrollmentservices/resources/financial-aid,https://www.utmb.edu/enrollmentservices/resources/admissions,https://www.utmb.edu/enrollmentservices/resources/studentaccounts/tuition-and-fee-sheets,https://www.utmb.edu/enrollmentservices/veterans/veterans-affairs, ,https://www.utmb.edu/studentservices/services/students-with-disabilities,1,1,1,9,1,1,11,1,2,1,1,2,31,1,A ,-2,-2,-2,1,1,1,1,1,2,25.0,,,,,,25.0,25.0,52.0,2,2,1,The University of Texas System,148060,26420,1,288,,48167,Galveston County,4814,-94.775956,29.310758,160,1,2022,27.0,20.0,17.0,11.0,6.0,10.0, ,,,,,,,,
228699,Texarkana College, ,2500 N Robison Rd,Texarkana,TX,75599,48,6,Dr. Jason Smith,President,9038233456,756004413,,00362800,1,https://www.texarkanacollege.edu/,https://www.texarkanacollege.edu/enrollment-services/,https://www.texarkanacollege.edu/financial-aid/,https://www.applytexas.org/adappc/gen/c_start.WBX,https://www.texarkanacollege.edu/financial-aid/,https://www.texarkanacollege.edu/admissions-aid/tuition-financial-aid/financial-aid/veterans-benefits/, ,www.texarkanacollege.edu/ada-assistance/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,9.0,,,,,,8.0,2.0,40.0,2,2,2,-2,-2,45500,1,-2,,48037,Bowie County,4804,-94.078,33.441868,84,1,2022,9.0,3.0,0.0,1.0,1.0,2.0,GEW6RK1GRQ59,,,,,,,,
228705,Texas A & M University-Kingsville,Texas A&M-Kingsville,955 University Blvd,Kingsville,TX,78363,48,6,Dr. Robert Vela Jr.,President,3615932111,746001530,,00363900,1,https://www.tamuk.edu/,https://www.tamuk.edu/enrollment-management/admission/,https://www.tamuk.edu/enrollment-management/finaid/,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,https://www.tamuk.edu/enrollment-management/veterans/index.html,https://javelinaathletics.com/sports/2016/3/30/student-right-to-know.aspx,www.tamuk.edu/drc/,1,1,1,9,1,1,12,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,16.0,,,,,,17.0,17.0,16.0,2,3,1,Texas A&M University System,148020,28780,2,204,,48273,Kleberg County,4834,-97.882387,27.525168,96,1,2022,16.0,17.0,17.0,11.0,4.0,13.0,SQ6VAWQ7YSZ4,,,,,,,,
228723,Texas A & M University-College Station,Texas A&M University,1246 TAMU,College Station,TX,77843-1246,48,6,KATHERINE BANKS,President,9798453211,746000531,,00363200,1,https://www.tamu.edu/,https://admissions.tamu.edu/,https://financialaid.tamu.edu/,https://admissions.tamu.edu/freshman/apply,https://tuition.tamu.edu/,https://aggie.tamu.edu/financial-aid/veterans,"https://registrar.tamu.edu/Catalogs,-Policies-Procedures/Student-Right-to-Know",https://disability.tamu.edu/,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15.0,,,,,,15.0,15.0,15.0,1,5,1,Texas A&M University System,148020,17780,1,-2,,48041,Brazos County,4817,-96.336475,30.618726,90,1,2022,15.0,14.0,14.0,15.0,4.0,15.0,ZM3QVJ8ACN11|JF6XLNB4CDJ5|G8Y3L8JV2588|EWBQLSGB8UM7,,,,,,,,
228769,The University of Texas at Arlington,UT Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,48,6,Dr. Jennifer Cowley,President,8172722011,756000121,,00365600,1,https://www.uta.edu/,https://www.uta.edu/admissions,https://www.uta.edu/fao,https://www.applytexas.org/,https://www.highered.texas.gov/institutional-resources-programs/net-price-calculator/, ,www.ncaa.org/about/resources/research/graduation-rates,www.uta.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15.0,,,,,,15.0,16.0,15.0,2,5,1,The University of Texas System,148060,19100,1,206,,48439,Tarrant County,4806,-97.11296,32.729718,90,1,2022,15.0,17.0,15.0,5.0,4.0,16.0,LMLUKUPJJ9N3,,,,,,,,
228778,The University of Texas at Austin,UT Austin,110 Inner Campus Drive,Austin,TX,78705,48,6,Jay Hartzell,President,5124713434,746000203,,00365800,1,https://www.utexas.edu/,https://www.admissions.utexas.edu/,https://www.finaid.utexas.edu/,https://www.utexas.edu/apply,www.onestop.utexas.edu/managing-costs/cost-tuition-rates/cost-of-attendance/net-price-calculator/,https://catalog.utexas.edu/general-information/registration-tuition-and-fees/tuition-and-fees/tuition-waivers/,https://texassports.com/sports/2014/3/5/compliance_0305140211.aspx#future,https://diversity.utexas.edu/disability/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15.0,,,,,,15.0,15.0,15.0,2,5,1,The University of Texas System,148060,12420,1,-2,,48453,Travis County,4825,-97.738273,30.282825,90,1,2022,15.0,14.0,14.0,14.0,4.0,15.0,V6AFQPN18437,,,,,,,,
228787,The University of Texas at Dallas,UT Dallas,800 West Campbell  Road,Richardson,TX,75080-3021,48,6,Dr. Richard C. Benson,President,9728832111,75130556,,00974100,1,www.utdallas.edu/,enroll.utdallas.edu/,finaid.utdallas.edu/,enroll.utdallas.edu/freshman/,www.collegeforalltexans.com/apps/CollegeMoney/,finaid.utdallas.edu/aid-programs/veterans-benefits/, ,studentaccess.utdallas.edu/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15.0,,,,,,15.0,16.0,16.0,2,5,1,The University of Texas System,148060,19100,1,206,,48113,Dallas County,4832,-96.749702,32.984673,91,1,2022,15.0,14.0,15.0,15.0,4.0,16.0,EJCVPNN1WFS5,,,,,,,,
228796,The University of Texas at El Paso,UTEP,500 W. University Ave,El Paso,TX,79968-0691,48,6,Heather Wilson,President,9157475000,746000813,,00366100,1,www.utep.edu/,www.utep.edu/student-affairs/admissions/,www.utep.edu/student-affairs/financialaid/contact-us/index.html,https://www.applytexas.org/adappc/gen/c_start.WBX,www.highered.texas.gov/apps/NPC/?Fice=003661,www.utep.edu/student-affairs/mssc/,utepminers.com/sports/2017/6/7/school-bio-academic-center-html.aspx?path=on-campus,www.utep.edu/student-affairs/cass/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15.0,,,,,,16.0,16.0,16.0,2,5,1,The University of Texas System,148060,21340,1,238,,48141,El Paso County,4816,-106.504098,31.77015,92,1,2022,15.0,14.0,15.0,7.0,4.0,15.0,C1DEGMMKC7W7,,,,,,,,
228802,The University of Texas at Tyler,UT Tyler,3900 University Blvd,Tyler,TX,75799-6699,48,6,Kirk Calhoun,President,9035667000,751396988,,01116300,1,https://www.uttyler.edu/,https://www.uttyler.edu/admissions/,https://www.uttyler.edu/financialaid/,https://www.applytexas.org/,https://www.uttyler.edu/admissions/cost-calculator/,https://www.uttyler.edu/military-and-veterans-success-center/,https://www.uttyler.edu/registrar/acadinfo/righttoknow.php,https://www.uttyler.edu/accessibility/disability-resources/,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17.0,,,,,,18.0,18.0,21.0,2,3,1,The University of Texas System,148060,46340,1,540,,48423,Smith County,4801,-95.254337,32.315772,96,1,2022,16.0,17.0,18.0,9.0,4.0,13.0,L4XJEPDB3QJ9,,,,,,,,
228909,University of North Texas Health Science Center,UNT Health Science Center|UNTHSC|University of North Texas Health Sciences Center at Fort Worth|UNT Health Sciences Center|Texas College of Osteopathic Medicine|TCOM,3500 Camp Bowie Blvd,Fort Worth,TX,76107-2699,48,6,Dr. Sylvia Trent-Adams,President,8177352000,756064033,,00976800,1,www.unthsc.edu/,www.unthsc.edu/students/future-students/admissions/,www.unthsc.edu/students/financial-aid/,www.unthsc.edu/students/future-students/admissions/,www.unthsc.edu/students/unthsc-tuition-and-fees/,www.unthsc.edu/registrar/veterans-benefits/, ,www.unthsc.edu/students/office-of-disability-access/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,25.0,,,,,,25.0,25.0,52.0,2,2,1,University of North Texas System,148080,19100,1,206,,48439,Tarrant County,4812,-97.369138,32.749907,151,2,2022,25.0,0.0,17.0,0.0,7.0,18.0,JE8AKPCR2KA4,,,,,,,,
229018,The University of Texas Permian Basin,UT Permian Basin,4901 E University,Odessa,TX,79762-0001,48,6,Sandra K. Woodley,President,4325522020,751393493,,00993000,1,https://www.utpb.edu/,https://www.utpb.edu/admissions,https://www.utpb.edu/campus-life/financial-aid,https://www.utpb.edu/admissions/apply-now!,https://www.utpb.edu/admissions-aid/cost-calculators/online,https://www.utpb.edu/life-at-utpb/student-services/veterans-services/index,https://www.utpbfalcons.com/sports/2011/2/22/GEN_0222112109.aspx?,https://www.utpb.edu/academics/advising-and-support/accomodations/services-for-students-with-disabilities,1,1,1,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,18.0,,,,,,19.0,19.0,21.0,2,3,1,The University of Texas System,148060,36220,1,372,,48135,Ector County,4811,-102.329634,31.889509,107,1,2022,18.0,13.0,4.0,5.0,4.0,10.0,XKHTJ63YJFG4,,,,,,,,
