UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C18BASIC,C18IPUG,C18IPGRD,C18UGPRF,C18ENPRF,C18SZSET,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG,YEAR
228778,The University of Texas at Austin,UT Austin,110 Inner Campus Drive,Austin,TX,78705,48,6,Jay Hartzell,President,5124713434,746000203,170230239,365800,1,https://www.utexas.edu/,https://www.admissions.utexas.edu/,https://www.finaid.utexas.edu/,https://www.utexas.edu/apply,www.onestop.utexas.edu/managing-costs/cost-tuition-rates/cost-of-attendance/net-price-calculator/,https://catalog.utexas.edu/general-information/registration-tuition-and-fees/tuition-and-fees/tuition-waivers/,https://texassports.com/sports/2014/3/5/compliance_0305140211.aspx#future,https://diversity.utexas.edu/disability/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,14,15,4,15,15,15,15,2,5,1,The University of Texas System,148060,12420,1,-2,-2,48453,Travis County,4825,-97.738273,30.282825,93,1,2020
228787,The University of Texas at Dallas,UT Dallas,800 West Campbell  Road,Richardson,TX,75080-3021,48,6,Dr. Richard C. Benson,President,9728832111,75130556,800188161,974100,1,www.utdallas.edu/,www.utdallas.edu/enroll/index.php,www.utdallas.edu/student/finaid/,www.utdallas.edu/enroll/freshman/application-process/,www.collegeforalltexans.com/apps/CollegeMoney/,www.utdallas.edu/student/finaid/veteran/, ,www.utdallas.edu/studentaccess/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,14,15,15,5,16,15,16,16,2,5,1,The University of Texas System,148060,19100,1,206,-2,48113,Dallas County,4832,-96.749702,32.984673,94,1,2020
228796,The University of Texas at El Paso,UTEP,500 W. University Ave,El Paso,TX,79968-0691,48,6,Heather Wilson,President,9157475000,746000813,132051285,366100,1,www.utep.edu/,www.utep.edu/student-affairs/admissions/,www.utep.edu/student-affairs/financialaid/contact-us/index.html,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,www.utep.edu/student-affairs/mssc/,utepminers.com/sports/2017/6/7/school-bio-academic-center-html.aspx?path=on-campus,www.utep.edu/student-affairs/cass/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,15,7,4,15,16,16,16,2,5,1,The University of Texas System,148060,21340,1,238,-2,48141,El Paso County,4816,-106.504098,31.77015,95,1,2020
228802,The University of Texas at Tyler,UT Tyler,3900 University Blvd,Tyler,TX,75799-6699,48,6,Michael V. Tidwell,President,9035667000,751396988,800189235,1116300,1,https://www.uttyler.edu/,https://www.uttyler.edu/admissions/,https://www.uttyler.edu/financialaid/,https://www.applytexas.org/,https://www.uttyler.edu/admissions/cost-calculator.php,https://www.uttyler.edu/military-and-veterans-success-center/, ,https://www.uttyler.edu/disabilityservices/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17,17,18,9,4,12,18,18,21,2,3,1,The University of Texas System,148060,46340,1,540,-2,48423,Smith County,4801,-95.254337,32.315772,101,1,2020
228909,University of North Texas Health Science Center,UNT Health Science Center|UNTHSC|University of North Texas Health Sciences Center at Fort Worth|UNT Health Sciences Center|Texas College of Osteopathic Medicine|TCOM,3500 Camp Bowie Blvd,Fort Worth,TX,76107-2699,48,6,"Michael Williams, DO, MD, MBA",President,8177352000,756064033,110091808,976800,1,www.unthsc.edu/,www.unthsc.edu/students/future-students/admissions/,www.unthsc.edu/students/financial-aid/,www.unthsc.edu/students/future-students/admissions/,www.unthsc.edu/students/unthsc-tuition-and-fees/,www.unthsc.edu/students/unthsc-tuition-and-fees/tuition-and-fee-waivers/, ,www.unthsc.edu/students/office-of-disability-accomodations/,1,1,1,9,2,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,1,25,0,17,0,7,18,25,25,52,2,2,1,University of North Texas System,148080,19100,1,206,-2,48439,Tarrant County,4812,-97.369138,32.749907,152,2,2020
229018,The University of Texas Permian Basin,UT Permian Basin,4901 E University,Odessa,TX,79762-0001,48,6,Sandra K. Woodley,President,4325522020,751393493,800188807,993000,1,www.utpb.edu/,www.utpb.edu/admissions,www.utpb.edu/campus-life/financial-aid,www.utpb.edu/admissions/apply-now!,www.collegeforalltexans.com/apps/CollegeMoney/,www.utpb.edu/campus-life/veterans-services/getting-started-,www.utpbfalcons.com/sports/2011/2/22/GEN_0222112109.aspx?,www.utpb.edu/academics/undergraduate-success/TSAAD/ssd,1,1,1,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,18,13,4,5,4,13,19,19,21,2,3,1,The University of Texas System,148060,36220,1,372,-2,48135,Ector County,4811,-102.329634,31.889509,110,1,2020
229027,The University of Texas at San Antonio,UTSA,One UTSA Circle,San Antonio,TX,78249-1644,48,6,Taylor Eighmy,President,2104584011,417171158,800189185,1011500,1,www.utsa.edu/,www.utsa.edu/admissions/,www.utsa.edu/financialaid/,www.applytexas.org/,bluebook.utsa.edu/AttendanceCost.aspx,utsa.edu/financialaid/military/hazlewood.html,https://web3.ncaa.org/aprsearch/gsrsearch,www.utsa.edu/disability/,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,16,14,15,13,4,15,16,16,21,2,5,1,The University of Texas System,148060,41700,1,484,-2,48029,Bexar County,4820,-98.620657,29.583709,97,1,2020
229063,Texas Southern University,TSU,3100 Cleburne St,Houston,TX,77004,48,6,Mr. Kenneth Huewitt,Interim President,7133137011,746001391,050298975,364200,1,www.tsu.edu/,www.tsu.edu/admissions/undergraduate-admission.html,www.tsu.edu/admissions/financial-aid/index.html,www.applytexas.org/adappc/gen/c_start.WBX,www.tsu.edu/admissions/financial-aid/college-costs.html,students.tsu.edu/departments/veteran-affairs/, ,students.tsu.edu/departments/disability-services/,1,1,1,9,1,1,11,1,1,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,16,16,18,11,4,12,17,17,16,2,3,2,-2,-2,26420,1,288,-2,48201,Harris County,4818,-95.361113,29.721046,99,1,2020
229115,Texas Tech University, ,Broadway and University Avenue,Lubbock,TX,79409-5005,48,6,"Lawrence Schovanec, Ph.D",President,8067422011,756002622,041367053,364400,1,www.ttu.edu/,www.depts.ttu.edu/admissions/,www.depts.ttu.edu/financialaid/,www.applytexas.org/,www.depts.ttu.edu/financialaid/netCostCalcHome.php,www.depts.ttu.edu/diversity/mvp/net_cost_calculator.php,www.depts.ttu.edu/studentconduct/right-to-know.php,www.depts.ttu.edu/sds/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,15,15,4,16,15,16,15,2,5,1,Texas Tech University System,148050,31180,1,352,-2,48303,Lubbock County,4819,-101.874783,33.583448,94,1,2020
229179,Texas Woman's University,TWU,304 Administration Dr,Denton,TX,76204,48,6,Carine Feyten,Chancellor and President,9408982000,756002618,068979848,364600,1,www.twu.edu/,www.twu.edu/admissions/,www.twu.edu/finaid/,www.applytexas.org/,www.collegeforalltexans.com/apps/CollegeMoney/,www.twu.edu/veterans,twuathletics.com/,https://www.twu.edu/disability-services/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,15,7,5,15,17,17,16,2,4,2,-2,-2,19100,1,206,-2,48121,Denton County,4826,-97.127842,33.226211,101,1,2020
229300,The University of Texas Health Science Center at Houston,UTHealth,7000 Fannin,Houston,TX,77030,48,6,"Giuseppe Colasurdo, MD",President,7135004472,741761309,800771594,495100,1,www.uth.edu/,https://www.uth.edu/registrar/,https://www.uth.edu/sfs/index.htm,https://www.uth.edu/registrar/applicants/application-forms.htm,www.uth.edu/,https://www.uth.edu/registrar/current-students/student-information/veteranshazelwood-act.htm, ,https://www.uth.edu/hr/department/equal-opportunity/disability-accomodation.htm,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,25,20,17,11,6,12,25,25,52,2,3,1,The University of Texas System,148060,26420,1,288,-2,48201,Harris County,4809,-95.403183,29.702873,152,1,2020
229337,Texas Tech University Health Sciences Center, ,3601 4th Street,Lubbock,TX,79430,48,6,Lori Rice-Spearman,President,8067431000,756002622,609980727,1067400,1,https://www.ttuhsc.edu/,https://www.ttuhsc.edu/medicine/admissions/,https://www.ttuhsc.edu/financial-aid/,https://www.ttuhsc.edu/admissions/apply.aspx,www.depts.ttu.edu/financialaid/netcostcalchome.php,https://www.ttuhsc.edu/veterans-resource-center/, ,https://www.ttuhsc.edu/disability/default.aspx,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,25,20,18,11,6,12,25,25,52,2,3,1,Texas Tech University System,148050,31180,1,352,-2,48303,Lubbock County,4819,-101.891915,33.589284,152,2,2020
229355,Tyler Junior College, ,1400 East Fifth Street,Tyler,TX,75701,48,6,Juan E. Mejia,President,9035102200,756002676,076724798,364800,1,www.tjc.edu/,www.tjc.edu/apply,www.tjc.edu/finaid,www.tjc.edu/apply,www.tjc.edu/costcalc, ,www.tjc.edu/downloads/download/46/athletic_academic_success_rate,www.tjc.edu/disabilities,1,1,1,5,1,2,30,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,3,14,5,0,7,2,12,4,3,40,2,4,2,-2,-2,46340,1,540,-2,48423,Smith County,4801,-95.284122,32.33601,190,1,2020
229504,Vernon College,Vernon Regional Junior College VRJC VC Vernon,4400 College Dr.,Vernon,TX,76384-4092,48,6,"Dusty R. Johnston, Ed.D.",President,9405526291,751325933,078546272,1006000,1,www.vernoncollege.edu/,www.vernoncollege.edu/admissions-home,www.vernoncollege.edu/financial-aid-home-page,https://www.applytexas.org/,www.collegeforalltexans.com/apps/CollegeMoney/,www.vernoncollege.edu/handbook-for-veterans,www.vernoncollege.edu/Resources/Government Mandated Information/SRTK 2018.pdf,www.vernoncollege.edu/ADA-Home,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,2,6,2,40,2,2,2,-2,-2,46900,2,-2,-2,48487,Wilbarger County,4813,-99.319094,34.159298,80,1,2020
229540,Victoria College, ,2200 E Red River,Victoria,TX,77901,48,6,Dr. Jennifer Kent,President,3615733291,746002452,056321706,366200,1,www.victoriacollege.edu/,www.victoriacollege.edu/admissionsrecords,www.victoriacollege.edu/financialaid,www.victoriacollege.edu/admissions,www.victoriacollege.edu/financialaid,www.victoriacollege.edu/Explore/GettingStarted/Advising/VeteransServices, ,www.victoriacollege.edu/disabilityservices,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,1,1,3,4,2,40,2,2,2,-2,-2,47020,1,544,-2,48469,Victoria County,4827,-96.979226,28.816446,74,1,2020
229799,Weatherford College, ,225 College Park Drive,Weatherford,TX,76086-5699,48,6,Dr. Tod Allen Farmer,President,8002875471,756002862,068378611,366400,1,https://www.wc.edu/,https://www.wc.edu/admissions,https://www.wc.edu/financial-aid,https://www.wc.edu/financial-aid/application-process,https://www.wc.edu/financial-aid/cost-attendance,https://www.wc.edu/military-veterans,https://www.wc.edu/about/consumer-information,https://www.wc.edu/campus-administration/accommodationsdisabilities-office,1,1,1,5,1,2,30,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,3,4,2,0,1,1,3,1,4,40,2,3,2,-2,-2,19100,1,206,-2,48367,Parker County,4812,-97.792629,32.74133,190,2,2020
229814,West Texas A & M University,WTAMU,2501 4th Ave,Canyon,TX,79016-0001,48,6,Dr. Walter V. Wendler,President/CEO,8066510000,756031405,065022758|961807203,366500,1,www.wtamu.edu/,https://www.wtamu.edu/admissions,https://www.wtamu.edu/financialaid,https://www.applytexas.org/,https://apps.wtamu.edu/calculator/,https://www.wtamu.edu/administration/veterans-services.aspx,https://www.wtamu.edu/student-support/student-judicial-affairs/student-right-to-know-and-campus-security-act.html,https://www.wtamu.edu/student-support/disability-services/index.html,1,1,1,9,1,1,12,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,13,9,4,13,18,18,21,2,4,1,Texas A&M University System,148020,11100,1,108,-2,48381,Randall County,4813,-101.914736,34.982789,108,2,2020
229832,Western Texas College, ,6200 College Ave,Snyder,TX,79549,48,6,Barbara Beebe,President,3255738511,751310636, ,954900,1,www.wtc.edu/,www.wtc.edu/students/applying/admissions.html,www.wtc.edu/students/applying/financialaid.html,www.wtc.edu/uploads/appsforms/admissionapplication.pdf,https://my.wtc.edu/ICS/Financial_Aid/Default_Page.jnz?portlet=Net_Price_Calculator,www.wtc.edu/, ,wtc.edu/,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,3,2,0,1,1,2,6,2,40,2,2,2,-2,-2,43660,2,-2,-2,48415,Scurry County,4819,-100.914945,32.678458,71,2,2020
229841,Wharton County Junior College, ,911 Boling Hwy,Wharton,TX,77488,48,6,Betty McCrohan,President,9795324560,746002562,070145594,366800,1,https://www.wcjc.edu/,https://www.wcjc.edu/Admissions/index.aspx,https://wcjc.edu/About-Us/administration/offices/financial-aid/index.aspx,www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,https://wcjc.edu/About-Us/administration/offices/financial-aid/fa_veterans.aspx,https://www.wcjc.edu/About-Us/administration/offices/student-services/handbooks.aspx,https://www.wcjc.edu/About-Us/administration/offices/student-services/disability-services.aspx,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,2,1,3,5,3,40,2,3,2,-2,-2,20900,2,288,-2,48481,Wharton County,4827,-96.085815,29.3238,73,1,2020
246354,Palo Alto College, ,1400 W Villaret Blvd,San Antonio,TX,78224-2499,48,6,Dr. Robert Garza,President,2104863000,746002173,782010227,2341300,1,alamo.edu/pac/,www.alamo.edu/pac/admissions-aid/,alamo.edu/district/financial-aid/web-directory/,www.applytexas.org/adappc/gen/c_start.WBX,https://www.alamo.edu/nvc/experience-nvc/current-students/financial-literacy/,mypaccatalog.alamo.edu/content.php?catoid=76&navoid=2146, ,https://www.alamo.edu/sac/about-sac/college-offices/disability-support-services/,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,3,7,40,2,4,1,Alamo Colleges,148010,41700,1,484,-2,48029,Bexar County,4823,-98.543468,29.322955,70,1,2020
247834,Collin County Community College District,Collin County Community College District|Collin County Community College|Colin County Community College District|Colin County Community College|Collin College|Colin College|Collin|Colin|CCCCD|CCCC|Quad C|,3452 Spur 399,McKinney,TX,75069,48,6,H. Neil Matkin,District President,9728815790,752037156,148158751,2361400,1,www.collin.edu/,www.collin.edu/gettingstarted/admissions/,www.collin.edu/gettingstarted/financialaid/,www.collin.edu/gettingstarted/admissions/,www.collegeforalltexans.com/apps/CollegeMoney/,www.collin.edu/gettingstarted/veterans/,www.collin.edu/aboutus/statistics/,www.collin.edu/studentresources/disabilityservices/,1,1,1,5,1,2,30,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,3,2,1,0,1,1,5,2,5,40,2,5,2,-2,-2,19100,1,206,-2,48085,Collin County,4803,-96.63894,33.16241,189,1,2020
382911,Southwest Collegiate Institute for the Deaf,SWCID  Howard College - SWCID,3200 Ave C,Big Spring,TX,79720-7298,48,6,Cheryl T Sparks,President,4322643700,751914499,073180309,357401,1,https://howardcollege.edu/swcid/,https://howardcollege.edu/futurehawk-admissions/,https://howardcollege.edu/students/financial-aid-and-scholarships/,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,https://howardcollege.edu/come-to-howard-college/veterans/,https://howardcollege.edu/home/about/consumer-information/,https://howardcollege.edu/ada/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,1,2,0,3,1,1,7,1,-2,2,1,2,-2,-2,13700,2,-2,-2,48227,Howard County,4819,-101.50294,32.226498,65,2,2020
409315,South Texas College, ,3201 W Pecan,McAllen,TX,78502-9701,48,6,Dr. Shirley A. Reed,President,9568728311,742683499,171654346,3103400,1,https://www.southtexascollege.edu/,https://studentservices.southtexascollege.edu/admissions/,https://studentservices.southtexascollege.edu/finaid/,https://www.southtexascollege.edu/getting-started/index.php,https://studentservices.southtexascollege.edu/finaid/websites.html, , ,https://studentservices.southtexascollege.edu/counseling/disability.html,1,1,1,5,1,2,30,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,3,14,5,0,5,2,15,14,12,40,2,5,2,-2,-2,32580,1,365,-2,48215,Hidalgo County,4815,-98.253634,26.217591,189,1,2020
416801,The University of Texas MD Anderson Cancer Center,MD Anderson Cancer Center| MD Anderson Hospital|MD Anderson Hospital and Tumor Institute|MDACC|UTMDACC|Anderson Cancer Center,1515 Holcombe Blvd.,Houston,TX,77030-4009,48,6,Peter Pisters,President,8003921611,746001118,800772139,2555400,1,www.mdanderson.org/,www.uth.edu/registrar/applicants/admissions.htm,www.uth.edu/sfs/,uth.edu/registrar/applicants/application-forms.htm, , , ,sph.uth.edu/current-students/student-life-and-resources/student-disability-accommodations/,1,1,1,7,1,1,20,1,2,1,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,26,19,3,7,3,6,26,26,-2,2,1,1,The University of Texas System,148060,26420,1,288,-2,48201,Harris County,4809,-95.396804,29.707016,154,2,2020
420398,Northwest Vista College, ,3535 N. Ellison Drive,San Antonio,TX,78251,48,6,Dr. Ric Baser,President,2104864000,746002173,052902744,3372300,1,alamo.edu/nvc/,alamo.edu/nvc/admissions/,alamo.edu/district/financial-aid/web-directory/,www.applytexas.org/,www.collegeforalltexans.com/apps/CollegeMoney/index.php,mynvccatalog.alamo.edu/content.php?catoid=78&navoid=2146, ,https://www.alamo.edu/nvc/academics/resources/access-disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,4,1,7,40,2,4,1,Alamo Colleges,148010,41700,1,484,-2,48029,Bexar County,4820,-98.70513,29.471308,70,1,2020
441760,Lamar Institute of Technology, ,855 E Lavaca,Beaumont,TX,77705,48,6,Dr. Lonnie Howard,President,4098808321,760694136,002031164,3627300,1,https://www.lit.edu/,https://www.lit.edu/admissions/Admissions.aspx,https://www.lit.edu/depts/finaid/default.aspx,https://www.applytexas.org/,www.collegeforalltexans.com/apps/CollegeMoney/index.php,https://www.lit.edu/depts/stuserv/vets.aspx, ,https://www.lit.edu/student-success/special-populations,4,2,1,3,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,7,3,0,2,1,2,7,4,-2,2,2,1,Texas State University System,148040,13140,1,-2,-2,48245,Jefferson County,4814,-94.077126,30.047885,83,1,2020
459949,Texas A&M University-San Antonio,A&M-SA,One University Way,San Antonio,TX,78224,48,6,Dr. Cynthia Teniente-Matson,President,2107841000,264168896,928546501,4248500,1,www.tamusa.edu/,www.tamusa.edu/admissions/index.html,www.tamusa.edu/financialaid/index.html,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,www.tamusa.edu/militaryaffairs/, ,www.tamusa.edu/studentengagementsuccess/dss/index.html,1,1,1,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,2,18,10,6,5,4,12,-2,-2,-2,2,3,1,Texas A&M University System,148020,41700,1,484,-2,48029,Bexar County,4823,-98.52417,29.304762,110,1,2020
483036,Texas A&M University-Central Texas,A&M-Central Texas,1001 Leadership Place,Killeen,TX,76549,48,6,"Marc A. Nigliazzo, PhD",President,2545195400,244169042,088509669,4229500,1,tamuct.edu/,www.tamuct.edu/admissions.html,www.tamuct.edu/financial-aid/index.html,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,www.tamuct.edu/veterans-affairs/index.html, ,https://www.tamuct.edu/student-affairs/access-inclusion.html,1,1,1,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,4,5,5,9,18,-2,-2,2,2,1,Texas A&M University System,148020,28660,1,-2,-2,48027,Bell County,4831,-97.775182,31.053407,118,1,2020
484905,University of North Texas at Dallas,UNTD,7300 University Hills Drive,Dallas,TX,75241,48,6,Bob Mong,President,9727803600,271208151,010174395,4242100,1,untdallas.edu/,https://admissions.untdallas.edu/,https://finaid.untdallas.edu/financial-aid-scholarships,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,https://finaid.untdallas.edu/military-scholarships, ,https://sa.untdallas.edu/disability-services,1,1,1,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,9,7,4,9,20,-2,-2,2,2,1,University of North Texas System,148080,19100,1,206,-2,48113,Dallas County,4830,-96.803446,32.659588,118,1,2020
485537,University of Texas Health Science Center at Tyler, ,11937 US Highway 271,Tyler,TX,75708-3154,48,6,Dr. Kirk A. Calhoun,President,9038777777,756001354,800772337,4243900,1,https://www.uthct.edu/,https://www.uthct.edu/prospective-students,https://www.uth.edu/sfs/,https://uthealthtyler.embark.com/auth/login,https://www.uth.edu/sfs/financial-aid/attendance.htm, , ,https://www.uthct.edu/academic-and-medical-education/student-services,1,1,1,7,2,1,20,1,2,1,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,1,26,0,3,0,7,18,-2,-2,-2,2,1,1,The University of Texas System,148060,46340,1,540,-2,48423,Smith County,4801,-95.213526,32.425963,154,2,2020
487320,Texas State Technical College,TSTC,3801 Campus Drive,Waco,TX,76705,48,6,Jonathan Lasley,Senior Executive Director,8007928784,741646989,068986645,363400,1,www.tstc.edu/,www.tstc.edu/,www.tstc.edu/,https://texasstatetechcollege.force.com/OnlineApp/TX_SiteLogin?startURL=,www.collegeforalltexans.com/apps/CollegeMoney/index.php,www.tstc.edu/veterans,https://www.tstc.edu/about/cleryreportcrimestatistics,www.tstc.edu/admissions/disabilityservices,4,2,1,4,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,8,3,0,1,1,4,7,2,40,2,4,1,Texas State Technical College System,148030,47380,1,-2,-2,48309,McLennan County,4817,-97.08471,31.639295,85,2,2020
488730,Northeast Lakeview College, ,1201 Kitty Hawk Rd,Universal City,TX,78145,48,6,Dr. Veronica Garcia,President,2104865000,746002173,829673826,4263600,1,www.alamo.edu/nlc, , , ,www.alamo.edu/admission--aid,www.alamo.edu/nlc, ,www.alamo.edu/nlc,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,2,-2,-2,-2,2,3,1,Alamo Colleges,148010,41700,1,484,-2,48029,Bexar County,4828,-98.323246,29.545802,68,2,2020
492689,Texas Tech University Health Sciences Center-El Paso, ,5001 El Paso Drive,El Paso,TX,79905-2827,48,6,"Richard Lange, MD, MBA",President,9152158000,756002622,962545658,4280800,1,elpaso.ttuhsc.edu/,elpaso.ttuhsc.edu/som/admissions/,elpaso.ttuhsc.edu/studentservices/Financial-Aid/,elpaso.ttuhsc.edu/som/admissions/,www.depts.ttu.edu/financialaid/netCostCalcHome.php,elpaso.ttuhsc.edu/studentservices/veteransaffairs.aspx, ,elpaso.ttuhsc.edu/studentservices/office-of-academic-and-disability-support-services/default.aspx,1,1,1,9,1,1,13,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Texas Tech University System,148050,21340,1,238,-2,48141,El Paso County,4816,-106.43122,31.771891,101,2,2020
